eventID,parentEventID,eventDate,samplingProtocol,sampleSizeValue,sampleSizeUnit,footprintWKT,footprintSRS,countryCode,stateProvinde,municipality,location
A24_4_G+C+,,,,NA,,"POLYGON ((567006.946639369 4076779.66631005,567008.434543269 4076778.49582064,567007.264053855 4076777.00791674,567005.776149956 4076778.17840615,567006.946639369 4076779.66631005))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A22_4_G-C-,,,,NA,,"POLYGON ((566991.491439181 4076792.6262532,566993.325933237 4076791.54488554,566992.244565577 4076789.71039149,566990.410071521 4076790.79175915,566991.491439181 4076792.6262532))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A28_6_G-C-,,,,NA,,"POLYGON ((567175.291255207 4076925.69027807,567174.252642311 4076927.46927099,567176.031635231 4076928.50788389,567177.070248128 4076926.72889097,567175.291255207 4076925.69027807))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A29_6_G-C+,,,,NA,,"POLYGON ((567176.992155176 4076915.82523797,567176.553976846 4076917.78220487,567178.510943744 4076918.2203832,567178.949122075 4076916.2634163,567176.992155176 4076915.82523797))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A25_5_G+C+,,,,NA,,"POLYGON ((567439.165425155 4077176.30878002,567440.755830953 4077175.07600711,567439.523058038 4077173.48560131,567437.932652241 4077174.71837422,567439.165425155 4077176.30878002))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A27_5_G-C-,,,,NA,,"POLYGON ((567447.381927248 4077180.17276987,567449.363496846 4077180.47186941,567449.662596388 4077178.49029981,567447.681026791 4077178.19120027,567447.381927248 4077180.17276987))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A26_5_G-C+,,,,NA,,"POLYGON ((567440.47435226 4077182.31377847,567442.481923012 4077182.30269884,567442.470843375 4077180.29512808,567440.463272623 4077180.30620772,567440.47435226 4077182.31377847))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A30_6_G+C+,,,,NA,,"POLYGON ((567186.140437113 4076913.3976629,567185.702258783 4076915.3546298,567187.659225681 4076915.79280813,567188.097404011 4076913.83584123,567186.140437113 4076913.3976629))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_RW,A10_1_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.545877479 4076472.81282224,566458.265649214 4076472.4063147,566457.859141676 4076472.68654297,566458.139369941 4076473.09305051,566458.545877479 4076472.81282224))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_RS,A10_1_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.285174535 4076472.22225514,566458.68862776 4076471.92931531,566458.395687932 4076471.52586208,566457.992234706 4076471.81880191,566458.285174535 4076472.22225514))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_RE,A10_1_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.871196231 4076471.94078594,566459.148001939 4076472.34269909,566459.549915088 4076472.06589339,566459.27310938 4076471.66398024,566458.871196231 4076471.94078594))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_RN,A10_1_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.69265022 4076472.74629369,566458.980783153 4076473.13734981,566459.371839275 4076472.84921688,566459.083706343 4076472.45816076,566458.69265022 4076472.74629369))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_RE,A11_1_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566456.573041355 4076474.38128456,566456.967636049 4076474.6825695,566457.268920982 4076474.2879748,566456.874326288 4076473.98668987,566456.573041355 4076474.38128456))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_RS,A11_1_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566456.1292847 4076474.7931078,566456.435619571 4076474.38680123,566456.029313002 4076474.08046636,566455.72297813 4076474.48677293,566456.1292847 4076474.7931078))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_RW,A11_1_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566456.591171633 4076475.22031357,566456.198081335 4076474.92875623,566455.906524002 4076475.32184653,566456.299614299 4076475.61340386,566456.591171633 4076475.22031357))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_RN,A11_1_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566457.020199126 4076474.86754324,566456.732838399 4076475.25752891,566457.122824071 4076475.54488964,566457.410184798 4076475.15490396,566457.020199126 4076474.86754324))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A16_2_G+C+_RS,A16_2_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566417.870180071 4076507.00956124,566417.45869031 4076506.78243124,566417.231560309 4076507.193921,566417.64305007 4076507.421051,566417.870180071 4076507.00956124))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A16_2_G+C+_RW,A16_2_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566416.768756639 4076507.64720011,566417.010544776 4076507.21521255,566416.578557218 4076506.97342441,566416.336769081 4076507.40541197,566416.768756639 4076507.64720011))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A16_2_G+C+_RN,A16_2_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566417.22379161 4076508.11447348,566416.805854533 4076507.86625951,566416.557640569 4076508.28419659,566416.975577646 4076508.53241056,566417.22379161 4076508.11447348))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A16_2_G+C+_RE,A16_2_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566417.699680838 4076507.62228265,566417.445732622 4076508.05459104,566417.878041004 4076508.30853925,566418.13198922 4076507.87623087,566417.699680838 4076507.62228265))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A15_2_G-C-_RE,A15_2_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566413.705394913 4076498.93972204,566413.493162521 4076498.47556312,566413.029003605 4076498.68779551,566413.241235997 4076499.15195443,566413.705394913 4076498.93972204))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A15_2_G-C-_RS,A15_2_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566412.385958797 4076498.82959435,566412.825815943 4076498.61481339,566412.61103498 4076498.17495624,566412.171177834 4076498.38973721,566412.385958797 4076498.82959435))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A15_2_G-C-_RW,A15_2_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566412.542710587 4076499.42785532,566412.34839852 4076498.98469358,566411.905236782 4076499.17900565,566412.099548849 4076499.62216739,566412.542710587 4076499.42785532))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A15_2_G-C-_RN,A15_2_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566413.166043745 4076499.31696595,566412.708883516 4076499.50969958,566412.901617154 4076499.96685981,566413.358777382 4076499.77412617,566413.166043745 4076499.31696595))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A14_1_G-C-_RE,A14_1_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566468.462675732 4076476.69187249,566468.169575326 4076476.30098794,566467.778690769 4076476.59408834,566468.071791175 4076476.9849729,566468.462675732 4076476.69187249))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A14_1_G-C-_RS,A14_1_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566467.582382915 4076476.58959891,566467.260684234 4076476.20563261,566466.876717932 4076476.52733129,566467.198416613 4076476.9112976,566467.582382915 4076476.58959891))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A14_1_G-C-_RW,A14_1_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566467.483560664 4076477.50204531,566467.168764813 4076477.13030824,566466.79702774 4076477.44510409,566467.11182359 4076477.81684116,566467.483560664 4076477.50204531))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A14_1_G-C-_RN,A14_1_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566468.049966876 4076477.20100935,566467.674039908 4076477.51389491,566467.986925469 4076477.88982188,566468.362852436 4076477.57693632,566468.049966876 4076477.20100935))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A13_2_G-C+_RS,A13_2_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.230829033 4076481.55480292,566457.795842901 4076481.32337122,566457.564411204 4076481.75835735,566457.999397336 4076481.98978905,566458.230829033 4076481.55480292))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A13_2_G-C+_RW,A13_2_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566457.19749243 4076482.32332155,566457.420055431 4076481.88578215,566456.982516034 4076481.66321915,566456.759953033 4076482.10075854,566457.19749243 4076482.32332155))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A13_2_G-C+_RN,A13_2_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566457.678400931 4076482.71277138,566457.25272675 4076482.47644891,566457.016404283 4076482.90212309,566457.442078465 4076483.13844556,566457.678400931 4076482.71277138))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A13_2_G-C+_RE,A13_2_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566458.10568139 4076482.24091241,566457.861030741 4076482.65005372,566458.270172053 4076482.89470437,566458.514822703 4076482.48556305,566458.10568139 4076482.24091241))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A20_3_G+C+_RN,A20_3_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566791.184485574 4076539.60458644,566791.659157655 4076539.60818531,566791.66275653 4076539.13351323,566791.188084448 4076539.12991436,566791.184485574 4076539.60458644))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A20_3_G+C+_RS,A20_3_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566791.07035343 4076538.35081385,566791.561513058 4076538.33537964,566791.546078844 4076537.84422001,566791.054919216 4076537.85965422,566791.07035343 4076538.35081385))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A20_3_G+C+_RW,A20_3_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566791.089221981 4076539.07243906,566791.050491148 4076538.55340592,566790.531458015 4076538.59213675,566790.570188848 4076539.11116989,566791.089221981 4076539.07243906))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A21_3_G-C+_RN,A21_3_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566787.082602025 4076548.11553002,566787.573264377 4076548.33123575,566787.78897011 4076547.8405734,566787.298307757 4076547.62486767,566787.082602025 4076548.11553002))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A21_3_G-C+_RE,A21_3_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566788.01749495 4076547.77358177,566788.416552873 4076548.00469744,566788.647668544 4076547.60563952,566788.248610622 4076547.37452385,566788.01749495 4076547.77358177))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A21_3_G-C+_RS,A21_3_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566787.714718576 4076546.90310641,566788.131573333 4076547.14708197,566788.375548891 4076546.73022721,566787.958694133 4076546.48625165,566787.714718576 4076546.90310641))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A21_3_G-C+_RW,A21_3_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566787.562034724 4076547.04095417,566787.125038011 4076546.82683568,566786.910919522 4076547.26383239,566787.347916236 4076547.47795088,566787.562034724 4076547.04095417))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A19_3_G-C-_RW,A19_3_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566797.108136059 4076558.89497065,566797.4645269 4076559.29668717,566797.866243416 4076558.94029633,566797.509852575 4076558.53857981,566797.108136059 4076558.89497065))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A19_3_G-C-_RN,A19_3_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566797.991787447 4076558.96550218,566798.31568018 4076559.33122542,566798.681403424 4076559.00733269,566798.357510692 4076558.64160945,566797.991787447 4076558.96550218))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A19_3_G-C-_RE,A19_3_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566798.379615126 4076558.4471258,566798.735378039 4076558.12270468,566798.410956916 4076557.76694176,566798.055194003 4076558.09136289,566798.379615126 4076558.4471258))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A19_3_G-C-_RS,A19_3_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566797.909297284 4076558.09323996,566797.59338761 4076557.71139916,566797.211546811 4076558.02730883,566797.527456484 4076558.40914963,566797.909297284 4076558.09323996))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A23_4_G-C+_RW,A23_4_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566988.14783055 4076779.57453603,566988.480604716 4076779.97706571,566988.883134389 4076779.64429154,566988.550360222 4076779.24176187,566988.14783055 4076779.57453603))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A23_4_G-C+_RN,A23_4_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566989.356198208 4076779.28708648,566989.008312437 4076779.62025487,566989.341480831 4076779.96814064,566989.689366601 4076779.63497225,566989.356198208 4076779.28708648))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A23_4_G-C+_RE,A23_4_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566989.054644896 4076778.66178942,566989.341186255 4076779.09655866,566989.775955491 4076778.8100173,566989.489414133 4076778.37524806,566989.054644896 4076778.66178942))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A23_4_G-C+_RS,A23_4_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((566988.550002886 4076779.10343024,566988.951323798 4076778.74272972,566988.59062328 4076778.34140881,566988.189302368 4076778.70210933,566988.550002886 4076779.10343024))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A24_4_G+C+_RE,A24_4_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567007.476530514 4076778.33864536,567007.882440841 4076778.05379848,567007.597593962 4076777.64788815,567007.191683635 4076777.93273503,567007.476530514 4076778.33864536))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A24_4_G+C+_RN,A24_4_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567007.506663297 4076778.49475261,567007.121158676 4076778.78635128,567007.412757345 4076779.1718559,567007.798261966 4076778.88025723,567007.506663297 4076778.49475261))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A24_4_G+C+_RW,A24_4_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567006.273798891 4076778.68419513,567006.572580697 4076779.08685909,567006.975244656 4076778.78807728,567006.67646285 4076778.38541332,567006.273798891 4076778.68419513))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A24_4_G+C+_RS,A24_4_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567006.676853024 4076778.25229581,567007.074759828 4076777.95335485,567006.775818872 4076777.55544805,567006.377912068 4076777.854389,567006.676853024 4076778.25229581))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A22_4_G-C-_RN,A22_4_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566992.30885022 4076791.40198799,566991.864032487 4076791.65066564,566992.112710136 4076792.09548337,566992.557527868 4076791.84680572,566992.30885022 4076791.40198799))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A22_4_G-C-_RW,A22_4_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566990.930223273 4076791.51096486,566991.177265322 4076791.91250451,566991.578804964 4076791.66546246,566991.331762915 4076791.26392282,566990.930223273 4076791.51096486))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A22_4_G-C-_RS,A22_4_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566991.506310895 4076790.86686617,566991.908618574 4076790.58320482,566991.624957224 4076790.18089714,566991.222649545 4076790.46455849,566991.506310895 4076790.86686617))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A22_4_G-C-_RE,A22_4_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((566992.0659056 4076790.78935492,566992.312571524 4076791.20542173,566992.728638337 4076790.95875581,566992.481972414 4076790.54268899,566992.0659056 4076790.78935492))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A28_6_G-C-_RW,A28_6_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567175.064318656 4076926.55585334,567174.818850721 4076926.9412568,567175.20425418 4076927.18672474,567175.449722115 4076926.80132128,567175.064318656 4076926.55585334))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A28_6_G-C-_RN,A28_6_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567175.704966863 4076927.63960842,567175.276182434 4076927.38571939,567175.022293402 4076927.81450382,567175.451077831 4076928.06839285,567175.704966863 4076927.63960842))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A28_6_G-C-_RE,A28_6_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567176.016617482 4076927.13248183,567175.795527649 4076927.58737937,567176.250425186 4076927.8084692,567176.471515018 4076927.35357167,567176.016617482 4076927.13248183))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A28_6_G-C-_RS,A28_6_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567176.03353551 4076926.90944132,567176.261215863 4076926.4962764,567175.848050942 4076926.26859605,567175.620370589 4076926.68176097,567176.03353551 4076926.90944132))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A29_6_G-C+_RW,A29_6_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567176.963166943 4076916.61785916,567176.876937116 4076917.09793862,567177.357016574 4076917.18416845,567177.443246402 4076916.70408899,567176.963166943 4076916.61785916))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A29_6_G-C+_RN,A29_6_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567177.928563058 4076917.4562241,567177.448910498 4076917.33572269,567177.328409083 4076917.81537525,567177.808061642 4076917.93587666,567177.928563058 4076917.4562241))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A29_6_G-C+_RE,A29_6_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567178.110926308 4076916.85285502,567178.002999128 4076917.33866132,567178.488805433 4076917.4465885,567178.596732613 4076916.9607822,567178.110926308 4076916.85285502))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A29_6_G-C+_RS,A29_6_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567178.01794289 4076916.75153655,567178.11597425 4076916.27561866,567177.640056354 4076916.1775873,567177.542024994 4076916.65350519,567178.01794289 4076916.75153655))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A25_5_G+C+_RW,A25_5_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567438.571453845 4077175.19283065,567438.872520104 4077175.55796802,567439.237657478 4077175.25690176,567438.936591218 4077174.89176439,567438.571453845 4077175.19283065))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A25_5_G+C+_RN,A25_5_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567439.76854989 4077175.01019468,567439.383502088 4077175.32387324,567439.697180645 4077175.70892104,567440.082228448 4077175.39524248,567439.76854989 4077175.01019468))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A25_5_G+C+_RE,A25_5_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567439.417652257 4077174.48507523,567439.748098823 4077174.8493099,567440.112333497 4077174.51886334,567439.78188693 4077174.15462866,567439.417652257 4077174.48507523))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A25_5_G+C+_RS,A25_5_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567438.955038444 4077174.79907161,567439.350902473 4077174.48669036,567439.038521223 4077174.09082633,567438.642657194 4077174.40320758,567438.955038444 4077174.79907161))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A27_5_G-C-_RN,A27_5_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567448.12672467 4077180.08991375,567448.610449359 4077180.19239286,567448.712928469 4077179.70866817,567448.22920378 4077179.60618906,567448.12672467 4077180.08991375))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A27_5_G-C-_RW,A27_5_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567448.873965995 4077179.09755462,567448.829408414 4077179.59202864,567449.323882434 4077179.63658622,567449.368440015 4077179.1421122,567448.873965995 4077179.09755462))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A27_5_G-C-_RS,A27_5_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567448.905773484 4077178.47765228,567448.405155486 4077178.38354367,567448.311046869 4077178.88416166,567448.811664867 4077178.97827028,567448.905773484 4077178.47765228))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A27_5_G-C-_RE,A27_5_G-C-,,Quadrat count,0.25,m^2,"POLYGON ((567448.263069293 4077178.99342749,567447.777658779 4077178.90750045,567447.691731742 4077179.39291096,567448.177142256 4077179.478838,567448.263069293 4077178.99342749))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A26_5_G-C+_RN,A26_5_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567441.255265961 4077182.15558358,567441.749747158 4077182.12995457,567441.724118148 4077181.63547337,567441.229636951 4077181.66110238,567441.255265961 4077182.15558358))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A26_5_G-C+_RE,A26_5_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567441.916612641 4077181.10577973,567441.934311799 4077181.58969901,567442.41823108 4077181.57199985,567442.400531921 4077181.08808057,567441.916612641 4077181.10577973))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A26_5_G-C+_RS,A26_5_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567441.206803412 4077181.01177927,567441.701631868 4077181.01706857,567441.706921166 4077180.52224011,567441.21209271 4077180.51695081,567441.206803412 4077181.01177927))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A26_5_G-C+_RW,A26_5_G-C+,,Quadrat count,0.25,m^2,"POLYGON ((567441.091731364 4077181.48624598,567441.090470734 4077180.99573073,567440.599955485 4077180.99699136,567440.601216115 4077181.48750661,567441.091731364 4077181.48624598))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A20_3_G+C+_RE,A20_3_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((566791.677553689 4076538.92713952,566792.168713317 4076538.91170531,566792.153279103 4076538.42054568,566791.662119475 4076538.43597989,566791.677553689 4076538.92713952))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A30_6_G+C+_RW,A30_6_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567186.11144888 4076914.1902841,567186.025219052 4076914.67036355,567186.505298511 4076914.75659338,567186.591528339 4076914.27651392,567186.11144888 4076914.1902841))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A30_6_G+C+_RN,A30_6_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567187.076844994 4076915.02864904,567186.597192435 4076914.90814762,567186.476691019 4076915.38780018,567186.956343579 4076915.50830159,567187.076844994 4076915.02864904))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A30_6_G+C+_RE,A30_6_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567187.259208245 4076914.42527995,567187.151281065 4076914.91108625,567187.63708737 4076915.01901343,567187.74501455 4076914.53320713,567187.259208245 4076914.42527995))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A30_6_G+C+_RS,A30_6_G+C+,,Quadrat count,0.25,m^2,"POLYGON ((567187.166224826 4076914.32396149,567187.264256187 4076913.84804359,567186.788338291 4076913.75001223,567186.69030693 4076914.22593013,567187.166224826 4076914.32396149))",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_T1,A11_1_G-C+,,Point Quadrat,2,m,"LINESTRING (566456.73457006 4076475.84226758,566456.47024296 4076473.86736654,566456.47024296 4076473.86736654,566456.47024296 4076473.86736654)",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A11_1_G-C+_T2,A11_1_G-C+,,Point Quadrat,2,m,"LINESTRING (566457.614401691 4076474.64524343,566455.613067937 4076474.89824222,566455.613067937 4076474.89824222,566455.613067937 4076474.89824222)",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_T1,A10_1_G+C+,,Point Quadrat,2,m,"LINESTRING (566458.800038516 4076471.31468684,566458.558467123 4076473.24725798)",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
A10_1_G+C+_T2,A10_1_G+C+,,Point Quadrat,2,m,"LINESTRING (566457.743163672 4076472.1450885,566459.751225876 4076472.52254381)",epsg:25830,ES,AL,Cabo de Gata,Amoladeras
